Code,Description
N99531,Infection of continent stoma of urinary tract
N99532,Malfunction of continent stoma of urinary tract
N99533,Herniation of continent stoma of urinary tract
N99534,Stenosis of continent stoma of urinary tract
N99538,Other complication of continent stoma of urinary tract
N9961,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating
N9962,Intraoperative hemorrhage and hematoma of a genitourinary system organ or structure complicating
N9971,Accidental puncture and laceration of a genitourinary system organ or structure during a genitourinary
N9972,Accidental puncture and laceration of a genitourinary system organ or structure during other
N9981,Other intraoperative complications of genitourinary system
N99820,Postprocedural hemorrhage of a genitourinary system organ or structure following a genitourinary
N99821,Postprocedural hemorrhage of a genitourinary system organ or structure following other
N9983,Residual ovary syndrome
N99840,Postprocedural hematoma of a genitourinary system organ or structure following a genitourinary
N99841,Postprocedural hematoma of a genitourinary system organ or structure following other
N99842,Postprocedural seroma of a genitourinary system organ or structure following a genitourinary system
N99843,Postprocedural seroma of a genitourinary system organ or structure following other procedure
N9989,Other postprocedural complications and disorders of genitourinary system
O0000,Abdominal pregnancy without intrauterine pregnancy
O0001,Abdominal pregnancy with intrauterine pregnancy
O0010,Tubal pregnancy without intrauterine pregnancy
O0011,Tubal pregnancy with intrauterine pregnancy
O0020,Ovarian pregnancy without intrauterine pregnancy
O0021,Ovarian pregnancy with intrauterine pregnancy
O0080,Other ectopic pregnancy without intrauterine pregnancy
O0081,Other ectopic pregnancy with intrauterine pregnancy
O0090,Unspecified ectopic pregnancy without intrauterine pregnancy
O0091,Unspecified ectopic pregnancy with intrauterine pregnancy
O010,Classical hydatidiform mole
O011,Incomplete and partial hydatidiform mole
O019,"Hydatidiform mole, unspecified"
O020,Blighted ovum and nonhydatidiform mole
O021,Missed abortion
O0281,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
O0289,Other abnormal products of conception
O029,"Abnormal product of conception, unspecified"
O030,Genital tract and pelvic infection following incomplete spontaneous abortion
O031,Delayed or excessive hemorrhage following incomplete spontaneous abortion
O032,Embolism following incomplete spontaneous abortion
O0330,Unspecified complication following incomplete spontaneous abortion
O0331,Shock following incomplete spontaneous abortion
O0332,Renal failure following incomplete spontaneous abortion
O0333,Metabolic disorder following incomplete spontaneous abortion
O0334,Damage to pelvic organs following incomplete spontaneous abortion
O0335,Other venous complications following incomplete spontaneous abortion
O0336,Cardiac arrest following incomplete spontaneous abortion
O0337,Sepsis following incomplete spontaneous abortion
O0338,Urinary tract infection following incomplete spontaneous abortion
O0339,Incomplete spontaneous abortion with other complications
O034,Incomplete spontaneous abortion without complication
O035,Genital tract and pelvic infection following complete or unspecified spontaneous abortion
O036,Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
O037,Embolism following complete or unspecified spontaneous abortion
O0380,Unspecified complication following complete or unspecified spontaneous abortion
O0381,Shock following complete or unspecified spontaneous abortion
O0382,Renal failure following complete or unspecified spontaneous abortion
O0383,Metabolic disorder following complete or unspecified spontaneous abortion
O0384,Damage to pelvic organs following complete or unspecified spontaneous abortion
O0385,Other venous complications following complete or unspecified spontaneous abortion
O0386,Cardiac arrest following complete or unspecified spontaneous abortion
O0387,Sepsis following complete or unspecified spontaneous abortion
O0388,Urinary tract infection following complete or unspecified spontaneous abortion
O0389,Complete or unspecified spontaneous abortion with other complications
O039,Complete or unspecified spontaneous abortion without complication
O045,Genital tract and pelvic infection following (induced) termination of pregnancy
O046,Delayed or excessive hemorrhage following (induced) termination of pregnancy
O047,Embolism following (induced) termination of pregnancy
O0480,(Induced) termination of pregnancy with unspecified complications
O0481,Shock following (induced) termination of pregnancy
O0482,Renal failure following (induced) termination of pregnancy
O0483,Metabolic disorder following (induced) termination of pregnancy
O0484,Damage to pelvic organs following (induced) termination of pregnancy
O0485,Other venous complications following (induced) termination of pregnancy
O0486,Cardiac arrest following (induced) termination of pregnancy
O0487,Sepsis following (induced) termination of pregnancy
O0488,Urinary tract infection following (induced) termination of pregnancy
O0489,(Induced) termination of pregnancy with other complications
O070,Genital tract and pelvic infection following failed attempted termination of pregnancy
O071,Delayed or excessive hemorrhage following failed attempted termination of pregnancy
O072,Embolism following failed attempted termination of pregnancy
O0730,Failed attempted termination of pregnancy with unspecified complications
O0731,Shock following failed attempted termination of pregnancy
O0732,Renal failure following failed attempted termination of pregnancy
O0733,Metabolic disorder following failed attempted termination of pregnancy
O0734,Damage to pelvic organs following failed attempted termination of pregnancy
O0735,Other venous complications following failed attempted termination of pregnancy
O0736,Cardiac arrest following failed attempted termination of pregnancy
O0737,Sepsis following failed attempted termination of pregnancy
O0738,Urinary tract infection following failed attempted termination of pregnancy
O0739,Failed attempted termination of pregnancy with other complications
O074,Failed attempted termination of pregnancy without complication
O080,Genital tract and pelvic infection following ectopic and molar pregnancy
O081,Delayed or excessive hemorrhage following ectopic and molar pregnancy
O082,Embolism following ectopic and molar pregnancy
O083,Shock following ectopic and molar pregnancy
O084,Renal failure following ectopic and molar pregnancy
O085,Metabolic disorders following an ectopic and molar pregnancy
O086,Damage to pelvic organs and tissues following an ectopic and molar pregnancy
O087,Other venous complications following an ectopic and molar pregnancy
O0881,Cardiac arrest following an ectopic and molar pregnancy
O0882,Sepsis following ectopic and molar pregnancy
O0883,Urinary tract infection following an ectopic and molar pregnancy
O0889,Other complications following an ectopic and molar pregnancy
O089,Unspecified complication following an ectopic and molar pregnancy
O0900,"Supervision of pregnancy with history of infertility, unspecified trimester"
O0901,"Supervision of pregnancy with history of infertility, first trimester"
O0902,"Supervision of pregnancy with history of infertility, second trimester"
O0903,"Supervision of pregnancy with history of infertility, third trimester"
O0910,"Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester"
O0911,"Supervision of pregnancy with history of ectopic pregnancy, first trimester"
O0912,"Supervision of pregnancy with history of ectopic pregnancy, second trimester"
O0913,"Supervision of pregnancy with history of ectopic pregnancy, third trimester O09A0"
O09211,"Supervision of pregnancy with history of pre-term labor, first trimester"
O09212,"Supervision of pregnancy with history of pre-term labor, second trimester"
O09213,"Supervision of pregnancy with history of pre-term labor, third trimester"
O09219,"Supervision of pregnancy with history of pre-term labor, unspecified trimester"
O09291,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
O09292,"Supervision of pregnancy with other poor reproductive or obstetric history, second trimester"
O09293,"Supervision of pregnancy with other poor reproductive or obstetric history, third trimester"
O09299,"Supervision of pregnancy with other poor reproductive or obstetric history, unspecified"
O0930,"Supervision of pregnancy with insufficient antenatal care, unspecified trimester"
O0931,"Supervision of pregnancy with insufficient antenatal care, first trimester"
O0932,"Supervision of pregnancy with insufficient antenatal care, second trimester"
O0933,"Supervision of pregnancy with insufficient antenatal care, third trimester"
O0940,"Supervision of pregnancy with grand multiparity, unspecified trimester"
O0941,"Supervision of pregnancy with grand multiparity, first trimester"
O0942,"Supervision of pregnancy with grand multiparity, second trimester"
O0943,"Supervision of pregnancy with grand multiparity, third trimester"
O09511,"Supervision of elderly primigravida, first trimester"
O09512,"Supervision of elderly primigravida, second trimester"
O09513,"Supervision of elderly primigravida, third trimester"
O09519,"Supervision of elderly primigravida, unspecified trimester"
O09521,"Supervision of elderly multigravida, first trimester"
O09522,"Supervision of elderly multigravida, second trimester"
O09523,"Supervision of elderly multigravida, third trimester"
O09529,"Supervision of elderly multigravida, unspecified trimester"
O09611,"Supervision of young primigravida, first trimester"
O09612,"Supervision of young primigravida, second trimester"
O09613,"Supervision of young primigravida, third trimester"
O09619,"Supervision of young primigravida, unspecified trimester"
O09621,"Supervision of young multigravida, first trimester"
O09622,"Supervision of young multigravida, second trimester"
O09623,"Supervision of young multigravida, third trimester"
O09629,"Supervision of young multigravida, unspecified trimester"
O0970,"Supervision of high risk pregnancy due to social problems, unspecified trimester"
O0971,"Supervision of high risk pregnancy due to social problems, first trimester"
O0972,"Supervision of high risk pregnancy due to social problems, second trimester"
O0973,"Supervision of high risk pregnancy due to social problems, third trimester"
O09811,"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
O09812,"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
O09813,"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
O09819,"Supervision of pregnancy resulting from assisted reproductive technology, unspecified"
O09821,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first"
O09822,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second"
O09823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third"
O09829,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified"
O09891,"Supervision of other high risk pregnancies, first trimester"
O09892,"Supervision of other high risk pregnancies, second trimester"
O09893,"Supervision of other high risk pregnancies, third trimester"
O09899,"Supervision of other high risk pregnancies, unspecified trimester"
O0990,"Supervision of high risk pregnancy, unspecified, unspecified trimester"
O0991,"Supervision of high risk pregnancy, unspecified, first trimester"
O0992,"Supervision of high risk pregnancy, unspecified, second trimester"
O0993,"Supervision of high risk pregnancy, unspecified, third trimester"
